code,name,level
S.7025,DHAHABU SECONDARY SCHOOL,Secondary
S.7026,MWANZO SECONDARY SCHOOL,Secondary
S.7027,KASHEKU SECONDARY SCHOOL,Secondary
S.7028,MWADUI LOHUMBO SECONDARY SCHOOL,Secondary
S.7029,UFIPA SECONDARY SCHOOL,Secondary
S.7030,AL-AQABAH SECONDARY SCHOOL,Secondary
S.7032,MWANZA GIRLS SECONDARY SCHOOL,Secondary
S.7033,MRITO SECONDARY SCHOOL,Secondary
S.7034,JAKAYA MRISHO KIKWETE SECONDARY SCHOOL,Secondary
S.7035,RIDHIWANI KIKWETE SECONDARY SCHOOL,Secondary
S.7036,MAKUTUPORA HILLS SECONDARY SCHOOL,Secondary
S.7038,KATANGA SECONDARY SCHOOL,Secondary
S.7040,MARTIN DES PORES SECONDARY SCHOOL,Secondary
S.7043,KYEGI SECONDARY SCHOOL,Secondary
S.7044,ITIMBO SECONDARY SCHOOL,Secondary
S.7045,KIMUSI SECONDARY SCHOOL,Secondary
S.7046,SAGINI SECONDARY SCHOOL,Secondary
S.7047,ANTASS SECONDARY SCHOOL,Secondary
S.7048,DAR ES SALAAM GIRLS' SECONDARY SCHOOL,Secondary
S.7049,SINYA SECONDARY SCHOOL,Secondary
S.7050,MUNDARARA  SECONDARY SCHOOL,Secondary
S.7053,KANYAMA SECONDARY SCHOOL,Secondary
S.7054,SAYUSAYU SECONDARY SCHOOL,Secondary
S.7055,ST.CLARA DE ASSISI SECONDARY SCHOOL,Secondary
S.7058,MUBUSORO SECONDARY SCHOOL,Secondary
S.7059,KIRUMI SECONDARY SCHOOL,Secondary
S.7060,MWANDUITINJE SECONDARY SCHOOL,Secondary
S.7061,MPETA B SECONDARY SCHOOL,Secondary
S.7062,MABALANGA SECONDARY SCHOOL,Secondary
S.7063,NIMROD MKONO SECONDARY SCHOOL,Secondary
S.7064,NGUNO SECONDARY SCHOOL,Secondary
S.7065,NJALU SECONDARY SCHOOL,Secondary
S.7068,BUGABU SECONDARY SCHOOL,Secondary
S.7069,MICOLIAN GIRLS SECONDARY SCHOOL,Secondary
S.7070,NICOPOLIS SECONDARY SCHOOL,Secondary
S.7071,BRIGHT FUTURE SECONDARY SCHOOL,Secondary
S.7073,KICHONDA SECONDARY SCHOOL,Secondary
S.7074,IBANDA ISLAMIC SECONDARY SCHOOL,Secondary
S.7075,DELELI SECONDARY SCHOOL,Secondary
S.7076,MANUNGU SECONDARY SCHOOL,Secondary
S.7077,LIWITI SECONDARY SCHOOL,Secondary
S.7078,MOIVO SECONDARY SCHOOL,Secondary
S.7079,KILOLAMBWANI SECONDARY SCHOOL,Secondary
S.7080,NAMBAWALA SECONDARY SCHOOL,Secondary
S.7081,AMANDUS CHINGUILE SECONDARY SCHOOL,Secondary
S.7082,NAPE NNAUYE SECONDARY SCHOOL,Secondary
S.7083,UGERA SECONDARY SCHOOL,Secondary
S.7084,SALUNDA SECONDARY SCHOOL,Secondary
S.7085,KAKOLA SECONDARY SCHOOL,Secondary
S.7086,BABAYUCHEMBA SECONDARY SCHOOL,Secondary
S.7087,LUBUNGO SECONDARY SCHOOL,Secondary
S.7088,NYEREGETE SECONDARY SCHOOL,Secondary
S.7089,KANULA SECONDARY SCHOOL,Secondary
S.7090,NYAMBILI NYAMBUNDA SECONDARY SCHOOL,Secondary
S.7091,HUSSEIN BASHE SECONDARY SCHOOL,Secondary
S.7092,NDIRIGISHI SECONDARY SCHOOL,Secondary
S.7093,IHUSI SECONDARY SCHOOL,Secondary
S.7094,NGILIMBA SECONDARY SCHOOL,Secondary
S.7095,LANGAI SECONDARY SCHOOL,Secondary
S.7096,SECHEDA SECONDARY SCHOOL,Secondary
S.7097,KULIMIMKUYUNI SECONDARY SCHOOL,Secondary
S.7098,NYAHANGA SECONDARY SCHOOL,Secondary
S.7099,NHWANDE SECONDARY SCHOOL,Secondary
S.7100,USIMBA SECONDARY SCHOOL,Secondary
S.7101,MAKOWO SECONDARY SCHOOL,Secondary
S.7102,KIGANGAMA SECONDARY SCHOOL,Secondary
S.7103,KYAMIGEGE SECONDARY SCHOOL,Secondary
S.7104,VENANT DAUD SECONDARY SCHOOL,Secondary
S.7105,MBUGAYABANG'HYA SECONDARY SCHOOL,Secondary
S.7106,MWANHUZI SECONDARY SCHOOL,Secondary
S.7107,IGEGU SECONDARY SCHOOL,Secondary
S.7108,MBILA SECONDARY SCHOOL,Secondary
S.7109,NTAHONDI SECONDARY SCHOOL,Secondary
S.7110,LUCY LAMECK SECONDARY SCHOOL,Secondary
S.7111,MSANYILA SECONDARY SCHOOL,Secondary
S.7112,SHIGONGO SECONDARY SCHOOL,Secondary
S.7113,ENGAWALET SECONDARY SCHOOL,Secondary
S.7114,NAMTANA SECONDARY SCHOOL,Secondary
S.7115,KASSONGO SECONDARY SCHOOL,Secondary
S.7116,MWABONGOSO SECONDARY SCHOOL,Secondary
S.7117,MSISI GOLD SECONDARY SCHOOL,Secondary
S.7118,MWABASABI SECONDARY SCHOOL,Secondary
S.7119,DAKAMA-MASWA SECONDARY SCHOOL,Secondary
S.7120,IBANDA 'A' SECONDARY SCHOOL,Secondary
S.7121,BOLISA SECONDARY SCHOOL,Secondary
S.7123,MAVUJI SECONDARY SCHOOL,Secondary
S.7124,CHONGOLO SECONDARY  SCHOOL,Secondary
S.7125,IFINGO SECONDARY SCHOOL,Secondary
S.7126,CHIPAKA SECONDARY SCHOOL,Secondary
S.7127,CHIKUNJA SECONDARY SCHOOL,Secondary
S.7128,IRAMBA SECONDARY SCHOOL,Secondary
S.7129,MOTHER MARIE EUGENIE MILLERET SECONDARY SCHOOL,Secondary
S.7130,MAKALAMENGI SECONDARY SCHOOL,Secondary
S.7131,LINGATO SECONDARY SCHOOL,Secondary
S.7132,WERU SECONDARY SCHOOL,Secondary
S.7133,MBOLIBOLI SECONDARY SCHOOL,Secondary
S.7134,IMARIKA SECONDARY SCHOOL,Secondary
S.7135,MKALAMA ONE SECONDARY SCHOOL,Secondary
S.7136,KAPALANGAO SECONDARY SCHOOL,Secondary
S.7137,ORMELILI SECONDARY SCHOOL,Secondary
S.7138,MNONGODI SECONDARY SCHOOL,Secondary
S.7140,SHIMBO MKUZA SECONDARY SCHOOL,Secondary
S.7141,NYOMBO SECONDARY SCHOOL,Secondary
S.7142,KABUKU NDANI SECONDARY SCHOOL,Secondary
S.7143,DR. LAWRANCE GAMA SECONDARY SCHOOL,Secondary
S.7144,MIYUJI B SECONDARY SCHOOL,Secondary
S.7145,MLIMANI MURIET SECONDARY SCHOOL,Secondary
S.7146,MLELE SECONDARY SCHOOL,Secondary
S.7147,NDOLEZI SECONDARY SCHOOL,Secondary
S.7148,TUPEVILWE SECONDARY SCHOOL,Secondary
S.7149,MKANAREDI SECONDARY SCHOOL,Secondary
S.7150,MAKONDENI SECONDARY SCHOOL,Secondary
S.7151,YOMBO VITUKA SECONDARY SCHOOL,Secondary
S.7152,PUNI SECONDARY SCHOOL,Secondary
S.7154,IMANI THABITI SECONDARY SCHOOL,Secondary
S.7155,KITANGA KISARAWE SECONDARY SCHOOL,Secondary
S.7156,IKUBA SECONDARY SCHOOL,Secondary
S.7157,MESSOMAPYA SECONDARY SCHOOL,Secondary
S.7158,ITIGI MAJENGO SECONDARY SCHOOL,Secondary
S.7159,KANEGELE2023 SECONDARY SCHOOL,Secondary
S.7160,MTAPA SECONDARY SCHOOL,Secondary
S.7161,LAUTENI KANONI SECONDARY SCHOOL,Secondary
S.7162,BUGARA MILLENIUM SECONDARY SCHOOL,Secondary
S.7163,KASHENO SECONDARY SCHOOL,Secondary
S.7164,NYAMAHANGA MISSION SECONDARY SCHOOL,Secondary
S.7165,BUTENGWA SECONDARY SCHOOL,Secondary
S.7166,UYANJO SECONDARY SCHOOL,Secondary
S.7169,FEDHA SECONDARY SCHOOL,Secondary
S.7170,DECA BRILLIANT SECONDARY SCHOOL,Secondary
S.7172,MWAWEJA SECONDARY SCHOOL,Secondary
S.7173,MHAMAMMOJA SCONDARY SCHOOL,Secondary
S.7174,NTOMOKO SECONDARY SCHOOL,Secondary
S.7175,KABINDI SECONDARY SCHOOL,Secondary
S.7176,LWANJILO SECONDARY SCHOOL,Secondary
S.7177,NAMILEMBE SECONDARY SCHOOL,Secondary
S.7178,MKUNGO SECONDARY SCHOOL,Secondary
S.7179,KABANTANGE SECONDARY SCHOOL,Secondary
S.7180,TAMBALALE SECONDARY SCHOOL,Secondary
S.7181,GICHERI SECONDARY SCHOOL,Secondary
S.7182,NYAGESESE SECONDARY SCHOOL,Secondary
S.7183,LILONDO SECONDARY SCHOOL,Secondary
S.7184,GUNATRA SECONDARY SCHOOL,Secondary
S.7185,ANGELLAH KAIRUKI SECONDARY SCHOOL,Secondary
S.7186,MISUFINI-GOMA SECONDARY SCHOOL,Secondary
S.7187,DEUS CARITAS SECONDARY SCHOOL,Secondary
S.7188,NEW HOPE SECONDARY SCHOOL,Secondary
S.7189,EPIPHANY  GIRLS SECONDARY SCHOOL,Secondary
S.7190,DAY SPRING SECONDARY SCHOOL,Secondary
S.7191,DR. KAENA SECONDARY SCHOOL,Secondary
S.7192,NSALAGA SECONDARY SCHOOL,Secondary
S.7193,ISANGALA SECONDARY SCHOOL,Secondary
S.7194,MURUBANGA SECONDARY SCHOOL,Secondary
S.7195,MTUNGULU  SECONDARY SCHOOL,Secondary
S.7196,MADIIRA SECONDARY SCHOOL,Secondary
S.7197,IGUNGULI  SECONDARY SCHOOL,Secondary
S.7198,"KIMAGHAI ""A""  SECONDARY SCHOOL",Secondary
S.7199,MALOLO  SECONDARY SCHOOL,Secondary
S.7200,KISENGA SECONDARY SCHOOL,Secondary
S.7201,MAYEKA SECONDARY SCHOOL,Secondary
S.7202,KAMBIKATOTO SECONDARY SCHOOL,Secondary
S.7203,KWAMAGOME SECONDARY SCHOOL,Secondary
S.7204,SAASHISHA SECONDARY SCHOOL,Secondary
S.7205,MWAMBOLA SECONDARY SCHOOL,Secondary
S.7206,BUNDA MJINI SECONDARY SCHOOL,Secondary
S.7207,DR. SAMIA SULUHU-ISHPONGA SECONDARY SCHOOL,Secondary
S.7208,MKAPA GIRLS SECONDARY SCHOOL,Secondary
S.7209,RUKUMBI SECONDARY SCHOOL,Secondary
S.7210,LYOWA SECONDARY SCHOOL,Secondary
S.7211,PIDA SECONDARY SCHOOL,Secondary
S.7212,SHUNGULIBA SECONDARY SCHOOL,Secondary
S.7213,NYAKADUHA SECONDARY SCHOOL,Secondary
S.7214,MUUNGANO PACHANI SECONDARY SCHOOL,Secondary
S.7215,MWASALA  SECONDARY SCHOOL,Secondary
S.7216,SOLYA SECONDARY SCHOOL,Secondary
S.7217,MBUGANI KITANDILILO SECONDARY SCHOOL,Secondary
S.7218,MAVOTA SECONDARY SCHOOL,Secondary
S.7219,JIDA SECONDARY SCHOOL,Secondary
S.7220,KONGA SECONDARY SCHOOL,Secondary
S.7221,LOVUND SECONDARY SCHOOL,Secondary
S.7222,KWAVAVA SECONDARY SCHOOL,Secondary
S.7223,FOROFORO SECONDARY SCHOOL,Secondary
S.7224,MASAIKA SECONDARY SCHOOL,Secondary
S.7225,LAKE EYASI SECONDARYSCHOOL,Secondary
S.7226,KAGEGA SECONDARY SCHOOL,Secondary
S.7227,KILELEMA SECONDARY SCHOOL,Secondary
S.7228,UGEMBE SECONDARY SCHOOL,Secondary
S.7229,MIHAYO CHEYO SECONDARY SCHOOL,Secondary
S.7230,PUMUANI SECONDARY SCHOOL,Secondary
S.7231,NDEJEMBI  SECONDARY SCHOOL,Secondary
S.7232,MWALIMU NYERERE CHAMWIMO SECONDARY SCHOOL,Secondary
S.7233,MITESA SECONDARY SCHOOL,Secondary
S.7234,KAGERA RIVER GIRLS' SECONDARY SCHOOL,Secondary
S.7235,MANCHALI GIRLS  SECONDARY SCHOOL,Secondary
S.7236,KATAVI GIRLS SECONDARY SCHOOL,Secondary
S.7237,KINGU SECONDARY SCHOOL,Secondary
S.7238,KASASA SECONDARY SCHOOL,Secondary
S.7239,NKUHI MTATURU SECONDARY SCHOOL,Secondary
S.7240,LAKE ITAMBA SECONDARY SCHOOL,Secondary
S.7241,LEPURKO SECONDARY SCHOOL,Secondary
S.7242,CHIGELA SECONDARY SCHOOL,Secondary
S.7243,DR. BATILDA BURIANI GIRLS SECONDARY SCHOOL,Secondary
S.7244,SASU SECONDARY SCHOOL,Secondary
S.7245,MAKINGI  SECONDARY SCHOOL,Secondary
S.7246,KASUNGU  SECONDARY SCHOOL,Secondary
S.7247,NAMING'ONGO SECONDARY SCHOOL,Secondary
S.7248,BAGHAI SECONDARY SCHOOL,Secondary
S.7249,LUPEPO SECONDARY SCHOOL,Secondary
S.7250,UBUNGO NHC SECONDARY SCHOOL,Secondary
S.7251,KING'AZI SECONDARY SCHOOL,Secondary
S.7252,MAZOEZI SECONDARY SCHOOL,Secondary
S.7253,CHASIMBA SECONDARY SCHOOL,Secondary
S.7254,CHEMCHEM RUFIJI SECONDARY SCHOOL,Secondary
S.7255,KIHENZILE SECONDARY SCHOOL,Secondary
S.7256,RUFIJI SECONDARY SCHOOL,Secondary
S.7257,MTAKUJA B SECONDARY SCHOOL,Secondary
S.7258,MTOPESI SECONDARY SCHOOL,Secondary
S.7259,KASERA SECONDARY SCHOOL,Secondary
S.7260,AYAMOHE SECONDARY SCHOOL,Secondary
S.7261,LUKANDE SECONDARY SCHOOL,Secondary
S.7262,TULINDANE SECONDARY SCHOOL,Secondary
S.7263,MPUTA SECONDARY SCHOOL,Secondary
S.7264,NTATUMBILA SECONDARY SCHOOL,Secondary
S.7265,KAPITA SECONDARY SCHOOL,Secondary
S.7266,KITUMBALOMO SECONDARY SCHOOL,Secondary
S.7267,JOSEPHAT KANDEGE SECONDARY SCHOOL,Secondary
S.7268,KILUNGULE SECONDARY SCHOOL,Secondary
S.7269,RAPHTA SECONDARY SCHOOL,Secondary
S.7270,SIKONGE  SECONDARY SCHOOL,Secondary
S.7272,NANYALA SECONDARY SCHOOL,Secondary
S.7273,MAGAMBA - MBOZI SECONDARY SCHOOL,Secondary
S.7275,BUBWEMO SECONDARY SCHOOL,Secondary
S.7276,MRIJO JUU SECONDARY SCHOOL,Secondary
S.7277,MSAMBIAZI SECONDARY SCHOOL,Secondary
S.7278,IZUBA SECONDARY SCHOOL,Secondary
S.7279,ABRAHAM SAMBILA SECONDARY SCHOOL,Secondary
S.7280,NGWALA SECONDARY SCHOOL,Secondary
S.7281,SAMIA MTONGANI SECONDARY SCHOOL,Secondary
S.7282,MWELANI SECONDARY SCHOOL,Secondary
S.7283,BULANGWA SECONDARY SCHOOL,Secondary
S.7284,FADHILA MEMORIAL SECONDARY SCHOOL,Secondary
S.7286,THE SISTERS OF MARY BOYS TOWN SECONDARY SCHOOL,Secondary
S.7288,TUWEMACHO SECONDARY SCHOOL,Secondary
S.7289,KILIMANJARO GIRLS SECONDARY SCHOOL,Secondary
S.7290,CHIEF SAROTA SECONDARY SCHOOL,Secondary
S.7291,MWAKIBUGA SECONDARY SCHOOL,Secondary
S.7292,MARIWANDA SECONDARY SCHOOL,Secondary
S.7293,INGRI SECONDARY SCHOOL,Secondary
S.7294,NJOMBE GIRLS' SECONDARY SCHOOL,Secondary
S.7295,NDOGOWE SECONDARY SCHOOL,Secondary
S.7296,ST. IDA MPANGA SECONDARY SCHOOL,Secondary
S.7297,KISWAGO SECONDARY SCHOOL,Secondary
S.7298,MWANANGWA SECONDARY SCHOOL,Secondary
S.7299,KWEUMA SECONDARY SCHOOL,Secondary
S.7300,DR. PHILIP I. MPANGO SECONDARY SCHOOL,Secondary
S.7301,PROF. ADOLF MKENDA SECONDARY SCHOOL,Secondary
S.7302,MPANGA TAZARA SECONDARY SCHOOL,Secondary
S.7303,SEREGETE SECONDARY SCHOOL,Secondary
S.7304,KISAKI MAJIMOTO SECONDARY SCHOOL,Secondary
S.7305,MBWEWE SECONDARY SCHOOL,Secondary
S.7306,SAUNYI SECONDARY SCHOOL,Secondary
S.7307,MUSAMBARA SECONDARY SCHOOL,Secondary
S.7308,LIPANGALALA SECONDARY SCHOOL,Secondary
S.7309,MAPILI SECONDARY SCHOOL,Secondary
S.7311,UTURO SECONDARY SCHOOL,Secondary
S.7312,BAMBAKILIFI SECONDARY SCHOOL,Secondary
S.7313,TINGINYA SECONDARY SCHOOL,Secondary
S.7314,KUNAMBI SECONDARY SCHOOL,Secondary
S.7315,SAHWA SECONDARY SCHOOL,Secondary
S.7316,KANDAHARI SECONDARY SCHOOL,Secondary
S.7317,STANSLAUS MABULA SECONDARY SCHOOL,Secondary
S.7318,KAITORO SECONDARY SCHOOL,Secondary
S.7319,BULALE SECONDARY SCHOOL,Secondary
S.7320,NDONDO SECONDARY SCHOOL,Secondary
S.7321,EKWABI MEMORIAL SECONDARY SCHOOL,Secondary
S.7322,KUBITERERE SECONDARY SCHOOL,Secondary
S.7323,MTANA SECONDARY SCHOOL,Secondary
S.7324,NYAGISYA SECONDARY SCHOOL,Secondary
S.7325,MISHENI SECONDARY SCHOOL,Secondary
S.7326,SAVANA SECONDARY SCHOOL,Secondary
S.7328,JERUSALEM MLIMANI SECONDARY SCHOOL,Secondary
S.7330,NEW VISION SINGIDA SECONDARY SCHOOL,Secondary
S.7333,MKALI SECONDARY SCHOOL,Secondary
S.7334,BUGANGO SECONDARY SCHOOL,Secondary
S.7335,LAJASECONDARY SCHOOL,Secondary
S.7336,NAMATUNGUTUNGU SECONDARY SCHOOL,Secondary
S.7337,BUGEGERE SECONDARY SCHOOL,Secondary
S.7338,KWABASTOLA SECONDARY SCHOOL,Secondary
S.7339,NKUYU-ITILIMA SECONDARY SCHOOL,Secondary
S.7340,MAKAZI DAY SECONDARY SCHOOL,Secondary
S.7341,BUHAMA SECONDARY SCHOOL,Secondary
S.7343,KAMWANGA SECONDARY SCHOOL,Secondary
S.7345,KWADOE SECONDARY SCHOOL,Secondary
S.7346,MPAPAYU SECONDARY SCHOOL,Secondary
S.7347,BIHARU SECONDARY SCHOOL,Secondary
S.7348,MIWA SECONDARY SCHOOL,Secondary
S.7349,TARIMBA ABBAS SECONDARY SCHOOL,Secondary
S.7350,DKT. PHILIP ISDORY MPANGO SECONDARY SCHOOL,Secondary
S.7351,KIOMBOI LUTHERAN JUNIOR SEMINARY,Secondary
S.7352,CHIBOLI  SECONDARY SCHOOL,Secondary
S.7353,MBALE  SECONDARY SCHOOL,Secondary
S.7354,KALUMBALEZA SECONDARY SCHOOL,Secondary
S.7356,BOMBO 'M'  SECONDARY SCHOOL,Secondary
S.7357,NKELEI MPYA SECONDARY SCHOOL,Secondary
S.7358,MKUNDI 'M' SECONDARY SCHOOL,Secondary
S.7359,KINGITI SECONDARY SCHOOL,Secondary
S.7360,KANYWANGILI SECONDARY SCHOOL,Secondary
S.7362,MLEMBULE SECONDARY SCHOOL,Secondary
S.7363,KIDZCARE SECONDARY SCHOOL,Secondary
S.7366,KAGUNGA GREEN SECONDARY SCHOOL,Secondary
S.7367,HOPE ADVENTIST SECONDARY SCHOOL,Secondary
S.7369,RAUDHWA MODERN ISLAMIC SECONDARY SCHOOL,Secondary
S.7371,KAKOLA KATI SECONDARY SCHOOL,Secondary
S.7373,KALALANGABO SECONDARY SCHOOL,Secondary
S.7374,JOSEPH KIZURIRA SECONDARY SCHOOL,Secondary
S.7375,RUTENGA SECONDARY SCHOOL,Secondary
S.7376,BUMYENGEJA SECONDARY SCHOOL,Secondary
S.7377,NYANTOROTORO SECONDARY SCHOOL,Secondary
S.7378,ISAKA ONE SECONDARY SCHOOL,Secondary
S.7379,NANDA NEWALA SECONDARY SCHOOL,Secondary
S.7380,DR SAMIA-LUMYOZI SECONDARY SCHOOL,Secondary
S.7382,MADOTO SECONDARY SCHOOL,Secondary
S.7383,MICHENGA SECONDARY SCHOOL,Secondary
S.7384,ILOMBA 1 SECONDARY SCHOOL,Secondary
S.7385,MWIKANTSI SECONDARY SCHOOL,Secondary
S.7387,VUJE SECONDARY SCHOOL,Secondary
S.7389,HINJU SECONDARY SCHOOL,Secondary
S.7390,FR. MARIANO SECONDARY SCHOOL,Secondary
S.7391,CHEMCHEM HUDUMA SECONDARY SCHOOL,Secondary
S.7392,KIHUNGU SECONDARY SCHOOL,Secondary
S.7394,BENJAMINI MKAPA NEWALA SECONDARY SCHOOL,Secondary
S.7397,KYANYA SECONDARY SCHOOL,Secondary
S.7402,NKULABI SECONDARY SCHOOL,Secondary
S.7403,MICHESE SECONDARY SCHOOL,Secondary
S.7404,NEW CHANGANYIKENI SECONDARY SCHOOL,Secondary
S.7406,MURONGOINE SECONDARY SCHOOL,Secondary
S.7408,NZUGUNI B SECONDARY SCHOOL,Secondary
S.7410,IYOGWE CHAUYA 70 SECONDARY SCHOOL,Secondary
S.7412,TOLOHA SECONDARY SCHOOL,Secondary
S.7414,ANTHONY MAVUNDE SECONDARY SCHOOL,Secondary
S.7416,MESIJA GIRLS SECONDARY SCHOOL,Secondary
S.7417,SEKEI DAY SECONDARY SCHOOL,Secondary
S.7418,SALMA RASHID KIKWETE SECONDARY SCHOOL,Secondary
S.7420,ILUNDA SECONDARY SCHOOL,Secondary
S.7421,MAKONGORA SECONDARY SCHOOL,Secondary
S.7422,KILAMSA BEST SECONDARY SCHOOL,Secondary
S.7423,ORNG'ADIDA SECONDARY SCHOOL,Secondary
S.7424,EVERLASTING ACADEMY SECONDARY SCHOOL,Secondary
S.7427,RWANTEGE SECONDARY SCHOOL,Secondary
S.7428,ILEMERA-MULEBA SECONDARY SCHOOL,Secondary
S.7429,KASULO SECONDARY SCHOOL,Secondary
S.7430,IRAMBA KONA SECONDARY SCHOOL,Secondary
S.7435,NYAKANYASI SECONDARY SCHOOL,Secondary
S.7436,KABARE SECONDARY SCHOOL,Secondary
S.7437,SHIRIKISHO SECONDARY SCHOOL,Secondary
S.7438,MPELUMBE BOKOMNEMELA SECONDARY SCHOOL,Secondary
S.7440,HEKIMA BORA SECONDARY SCHOOL,Secondary
S.7441,LUKOLE DAY SECONDARY SCHOOL,Secondary
S.7446,WANGI SECONDARY SCHOOL,Secondary
S.7447,LUFU SECONDARY SCHOOL,Secondary
S.7449,ST. FRANCIS INCLUSIVE SECONDARY SCHOOL,Secondary
S.7450,HIGH GATE SECONDARY SCHOOL,Secondary
S.7452,WANANCHI SECONDARY SCHOOL,Secondary
S.7453,KAZEGUNGA SECONDARY SCHOOL,Secondary
S.7456,MOUNT HOREBU SECONDARY SCHOOL,Secondary
S.7457,MWASONGE SECONDARY SCHOOL,Secondary
S.7458,UGANSA  SECONDARY SCHOOL,Secondary
S.7459,BAGAMOYO ISLAMIC SECONDARY SCHOOL,Secondary
S.7461,EAST AFRICA SECONDARY SCHOOL,Secondary
S.7463,BULYANG'OMBEE SECONDARY SCHOOL,Secondary
S.7472,KASUGUTI SECONDARY SCHOOL,Secondary
S.7473,WALAWI SECONDARY SCHOOL,Secondary
S.7474,EG WHITE SECONDARY SCHOOL,Secondary
S.7476,GOD SHALOM COMPASSION SECONDARY SCHOOL,Secondary
S.7477,GOD GIVEN  SECONDARY SCHOOL,Secondary
S.7478,IMMACULATA MODEL GIRL'S SECONDARY SCHOOL,Secondary
S.7479,MAFIA IMAAN SECONDARY SCHOOL,Secondary
S.7486,"MLELA  ""B"" SECONDARY SCHOOL",Secondary
S.7487,KATURUKILA SECONDARY SCHOOL,Secondary
S.7496,ORKOKOLA  SECONDARY SCHOOL,Secondary
S.7497,LOOVILUKUNY  SECONDARY SCHOOL,Secondary
S.7498,TANGINI SECONDARY SCHOOL,Secondary
S.7499,MSANGANI II SECONDARY SCHOOL,Secondary
S.7500,IGANGITALI SECONDARY SCHOOL,Secondary
S.7502,GOSHEN MODEL SECONDARY SCHOOL,Secondary
S.7505,NYARUTUNTU DREAMS SECONDARY SCHOOL,Secondary
S.7506,COMPETENCE GIRLS ISLAMIC SEMINARY,Secondary
S.7509,MWASAGELA SECONDARY SCHOOL,Secondary
S.7512,MATAWALE SECONDARY SCHOOL,Secondary
S.7513,KANYAMLIMA SECONDARY SCHOOL,Secondary
S.7517,UMOJA LEGACY SECONDARY SCHOOL,Secondary
S.7521,CONSOLATA CENTENARY SECONDARY SCHOOL,Secondary
S.7522,ISSALE SECONDARY SCHOOL,Secondary
S.7525,MWALO SECONDARY SCHOOL,Secondary
S.7526,MUGANASHA SECONDARY SCHOOL,Secondary
S.7533,SHEWA SECONDARY SCHOOL,Secondary
S.7542,MTEGOWANOTI SECONDARY SCHOOL,Secondary
S.7573,KIWANGWA MJINI SECONDARY SCHOOL,Secondary
S.7609,MSSANGE SECONDARY SCHOOL,Secondary
S.7622,MNENIA SECONDARY SCHOOL,Secondary
S.7633,MNINDI SECONDARY SCHOOL,Secondary
S.7706,NALINGU DAY SECONDARY SCHOOL,Secondary
